Count of Invoice,Type of Request,REQUEST ID,CREATED BY,CREATED ON,BRANCH NAME,SUPPLIER CODE,NAME,COUNTRY,CURRENCY,TYPE OF REQUEST,Amount,TASK START,Actioned Date,Request Received Stage,Request received date,Completed Date,Status of Request,Pending Reason,Pending With Approver/Requestor,QC Status,Audited By,Auditor Comments,Ageing-SLA-FPY,Ageing-SLA-2,Ageing of Re-work Days,Ageing of Re-work,Month,Unnamed: 28, Amount 
1.0,Check Request,546106,Javier Rogers,2025-03-13 00:00:00,5746 - lake erin,oR57OY-548,Gibson Ltd,Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,78874.5,2025-03-14 00:00:00,2025-03-14 00:00:00,verification,2025-03-14 00:00:00,2025-03-19 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,316558,Ashley Johnson MD,2025-03-13 00:00:00,3461 - East Melody,As04WT-439,Garza Inc,United States,USD,Union,127282.68,2025-03-14 00:00:00,2025-03-14 00:00:00,AP Processing,2025-03-14 00:00:00,2025-03-14 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,882440,Abigail Riddle,2025-03-13 00:00:00,2834 - West Paulachester,vz15ig-142,"Carter, Wall and Williams",United States,USD,Union,3509,2025-03-14 00:00:00,2025-03-14 00:00:00,AP Processing,2025-03-14 00:00:00,2025-03-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,536573,Cody Hart,2025-03-13 00:00:00,6084 - ROGERSTAD,tj90XU-934,"Pruitt, Bush and Silva",United States,USD,Union,121060.43,2025-03-14 00:00:00,2025-03-14 00:00:00,AP Processing,2025-03-14 00:00:00,2025-03-14 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,206878,Greg Dyer,2025-02-20 00:00:00,4185 - East Alyssamouth,iJ61Gl-744,"Bowers, Smith and Walker",United States,USD,Donation / contribution,19711,2025-03-17 00:00:00,2025-03-17 00:00:00,,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,736519,John Baker,2025-03-13 00:00:00,9814 - Rachelland,UD76Sv-131,Booker-Huerta,United States,USD,Donation / contribution,20000,2025-03-17 00:00:00,2025-03-17 00:00:00,verification,2025-03-17 00:00:00,2025-03-20 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,775199,Megan Hall,2025-03-14 00:00:00,6060 - Heatherton,aO09zc-080,Johnson PLC,United States,USD,Legal Obligations (i.e. Taxes),36123.86,2025-03-17 00:00:00,2025-03-17 00:00:00,verification,2025-03-17 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,632996,John Garrison,2025-03-14 00:00:00,1239 - New Troy,SB05Nq-002,Ortiz-Vincent,United States,USD,Legal Obligations (i.e. Taxes),8000,2025-03-17 00:00:00,2025-03-17 00:00:00,verification,2025-03-17 00:00:00,2025-03-21 00:00:00,cOMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,222480,Chelsea Salinas,2025-03-14 00:00:00,8603 - Port Racheltown,lv33vD-132,Chandler Ltd,United States,USD,Legal Obligations (i.e. Taxes),3873118.11,2025-03-17 00:00:00,2025-03-17 00:00:00,verification,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,990221,Ashlee Thomas,2025-03-15 00:00:00,9053 - Katelynborough,Vs06Qa-509,Allen-Burton,United States,USD,Union,1574.44,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,589438,Laura Hill,2025-03-14 00:00:00,7472 - North Michael,tF94Ml-895,Ray-Yoder,Canada,CAD,Union,14463.67,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,197527,Jennifer Lopez,2025-03-14 00:00:00,1724 - NEW AMBERSHIRE,Jo64dm-483,Price Ltd,United States,USD,Union,240,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,581381,Dennis Arnold,2025-03-14 00:00:00,5204 - PORT JONATHAN,wf36Lg-192,Roberts Inc,United States,USD,Union,23439.4,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,292666,Jamie White,2025-03-14 00:00:00,4260 - Terryton,Og75WA-643,"Floyd, Stevens and Moore",United States,USD,Union,1335411.14,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,629841,Ashley Williams,2025-03-14 00:00:00,8896 - Wileyfurt,nH29Qj-482,Greer-Johnson,United States,USD,Union,132,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,365230,Danny Lee,2025-03-14 00:00:00,9435 - Elizabethfurt,AX43Zo-083,Hill-Martinez,United States,USD,Union,9419.76,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,848959,Hayley Carter,2025-03-17 00:00:00,4240 - Markport,Kn92Vp-464,"Campbell, Nash and Tanner",United States,USD,Union,6212.12,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,895863,Debbie Sherman,2025-03-17 00:00:00,3002 - EAST MICHAEL,Zk99Zv-349,Briggs-Watkins,United States,USD,Union,42087.24,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,169341,Rebecca Colon,2025-03-17 00:00:00,1919 - Gonzaleshaven,qa88Dp-701,Mason-Ortega,United States,USD,Union,26176,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,417240,Lauren Nguyen,2025-03-17 00:00:00,6644 - Taylorstad,UC87Ye-809,Potts LLC,United States,USD,Union,45649.27,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Union,781186,Max Leblanc,2025-03-17 00:00:00,6634 - Skinnerport,SK31et-747,Bryant-Bender,United States,USD,Union,1942,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Processing,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,ENGIE ,927120,Hunter Campos,2025-03-14 00:00:00,7079 - Tanyashire,cb86Ee-996,Mccoy PLC,United States,USD,Utility,21465.27,2025-03-17 00:00:00,2025-03-17 00:00:00,Engie Portal,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,ENGIE ,937926,Jesse Johnson,2025-03-14 00:00:00,5329 - South Tristan,Xm94jy-617,Wagner-Lawson,United States,USD,Waste Management,12078.35,2025-03-17 00:00:00,2025-03-17 00:00:00,Engie Portal,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,ENGIE ,729147,Brandy Lopez,2025-03-17 00:00:00,2615 - North Carrieberg,AQ98RS-796,"Gilmore, Johnson and Murphy",United States,USD,Utility,11299.54,2025-03-18 00:00:00,2025-03-18 00:00:00,Engie Portal,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,ENGIE ,600261,Jennifer Gonzalez,2025-03-17 00:00:00,8755 - Davidchester,Od49Qt-126,Campbell-Morales,United States,USD,Waste Management,5816.03,2025-03-18 00:00:00,2025-03-18 00:00:00,Engie Portal,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,ENGIE ,315704,James Cuevas,2025-03-17 00:00:00,5436 - Collinsview,KR43qs-256,"Silva, Spencer and Ball",Canada,CAD,Utility,12116.84,2025-03-18 00:00:00,2025-03-18 00:00:00,Engie Portal,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,ENGIE ,204419,Brandon Stewart,2025-03-17 00:00:00,6637 - Port Jacob,Dw70PG-288,"Bullock, Blackburn and Robles",Canada,CAD,Waste Management,11265.65,2025-03-18 00:00:00,2025-03-18 00:00:00,Engie Portal,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,585408,Victor Ball,2025-03-13 00:00:00,7232 - North Roger,SP00DB-144,"Bass, Glass and Espinoza",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,2911.05,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,467685,Nicole Juarez,2025-03-13 00:00:00,2377 - NEW SUSANSTAD,Ko22DM-381,Hansen-Hogan,United States,USD,Downpayment / Prepayment,6663.82,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-22 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,683323,Brian Mullins,2025-03-14 00:00:00,9846 - EAST WILLIAM,SH65dX-084,Guerrero-Schultz,China,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,255228.93,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-22 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,880379,David Wilson,2025-03-17 00:00:00,9224 - West Chelseamouth,WN19tt-858,King-Petersen,United States,USD,Legal Obligations (i.e. Taxes),500,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,747298,Mary Myers,2025-03-17 00:00:00,4881 - Lake Keithtown,Ly90jk-935,"Mason, Clark and Newton",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,31250,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,267250,Marc Brown,2025-03-17 00:00:00,4213 - Lake Louis,EI85jy-406,Glenn-Oliver,United States,USD,Legal Obligations (i.e. Taxes),275000,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-21 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,304665,Angela Collier,2025-03-17 00:00:00,9372 - COLEBURY,Co37Os-352,King-Weaver,United States,USD,Legal Obligations (i.e. Taxes),2552,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,438314,Richard Young,2025-03-17 00:00:00,4978 - East Jonport,xx33zO-472,Mays-Jackson,United States,USD,Legal Obligations (i.e. Taxes),703,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,188587,Gabriella Jones,2025-03-17 00:00:00,7201 - New Patrick,Ia03wz-020,Shaw and Sons,United States,USD,Donation / contribution,8000,2025-03-18 00:00:00,2025-03-18 00:00:00,verification,2025-03-18 00:00:00,2025-03-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,244987,Teresa Collins,2025-03-17 00:00:00,9802 - South Dwayne,nr80Fh-285,King-Blevins,United States,USD,Union,9.7,2025-03-18 00:00:00,2025-03-18 00:00:00,AP Processing,2025-03-18 00:00:00,2025-03-18 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Union,271336,Gary Gilbert,2025-03-12 00:00:00,5740 - North Samantha,Me74kR-444,Dillon-White,United States,USD,Union,1611.88,2025-03-18 00:00:00,2025-03-18 00:00:00,AP Processing,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,547936,Brenda Nicholson,2025-03-14 00:00:00,1039 - Danielleborough,AU85fH-040,Jackson Inc,United States,USD,AR Refund Check,270,2025-03-18 00:00:00,2025-03-18 00:00:00,AP Processing,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,172361,Michele Barnes,2025-03-14 00:00:00,5504 - Lake Steven,DO80Hz-471,"Schultz, Rowland and Wyatt",United States,USD,AR Refund Check,773.92,2025-03-18 00:00:00,2025-03-18 00:00:00,AP Check Processor,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,584367,Robert Meza,2025-03-14 00:00:00,1775 - Robertamouth,qj15Vu-634,Reyes LLC,United States,USD,AR Refund Check,1803.83,2025-03-18 00:00:00,2025-03-18 00:00:00,AP Check Processor,2025-03-18 00:00:00,2025-03-18 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,593716,Cindy Harrington,2025-03-14 00:00:00,5902 - Robinsonchester,pU40XE-604,Middleton-Craig,United States,USD,AR Refund Check,2654.64,2025-03-18 00:00:00,2025-03-18 00:00:00,AP Check Processor,2025-03-18 00:00:00,2025-03-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,658741,Kiara Hawkins,2025-03-13 00:00:00,4781 - Tiffanystad,Of82EV-217,"Gomez, Schultz and Cruz",United States,USD,AR Refund Check,123.82,2025-03-13 00:00:00,2025-03-13 00:00:00,AP Check Processor,2025-03-13 00:00:00,2025-03-13 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,296476,Elizabeth Cooper,2025-03-11 00:00:00,9650 - South Nicole,xK21az-930,Walsh LLC,United States,USD,AR Refund Check,219,2025-03-13 00:00:00,2025-03-13 00:00:00,AP Check Processor,2025-03-13 00:00:00,2025-03-13 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,122909,Mary Santos,2025-03-11 00:00:00,1540 - Esparzaport,OU75Zz-925,Hartman and Sons,United States,USD,AR Refund Check,22079.75,2025-03-13 00:00:00,2025-03-13 00:00:00,AP Check Processor,2025-03-13 00:00:00,2025-03-13 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,AR Refund,694108,Jacob Cabrera,2025-03-10 00:00:00,5932 - Gatesshire,Sa67MT-349,Cooper LLC,United States,USD,AR Refund Check,520.5,2025-03-10 00:00:00,2025-03-10 00:00:00,AP Processing,2025-03-10 00:00:00,2025-03-10 00:00:00,COMPLETED,,,,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,703184,Jacob Trevino,2025-03-10 00:00:00,7023 - West Ericaside,Ls00SQ-477,Jones-Jones,United States,USD,AR Refund Check,1532,2025-03-13 00:00:00,2025-03-13 00:00:00,AP Check Processor,2025-03-13 00:00:00,2025-03-13 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,520884,Christopher Bowen,2025-03-10 00:00:00,6519 - Robinsontown,AD16Ih-967,Schultz-Brewer,United States,USD,AR Refund Check,1200,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,915230,David Ruiz,2025-03-07 00:00:00,9492 - Lake Travis,SQ76MC-749,Kim PLC,United States,USD,AR Refund Check,2727.9,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Check Processor,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,350223,Jessica Owens,2025-03-06 00:00:00,7645 - Yvonneville,YG67gO-976,"Wheeler, Brown and Solomon",United States,USD,AR Refund Check,13500,2025-03-17 00:00:00,2025-03-17 00:00:00,AP Check Processor,2025-03-17 00:00:00,2025-03-17 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,AR Refund,384957,Amy Higgins,2025-03-06 00:00:00,1601 - ELIZABETHPORT,Bp43mo-673,Gutierrez and Sons,United States,USD,AR Refund Check,101.93,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,549688,Alexander Mitchell,2025-03-06 00:00:00,7573 - NEW ALEXANDRIA,lb34Me-189,"Hernandez, Spence and Lam",United States,USD,AR Refund Check,6330.53,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,528317,Steven Boyd,2025-03-04 00:00:00,6829 - South Amanda,xL44HS-896,Vaughn Group,United States,USD,AR Refund Check,543.34,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,446959,Maria Wright,2025-03-04 00:00:00,4088 - Wilsontown,da71bi-184,"Caldwell, Diaz and Chaney",United States,USD,AR Refund Check,537.62,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,878284,Jacqueline Herman,2025-03-03 00:00:00,8592 - EDWARDSMOUTH,Fn75cI-418,Harris-Taylor,United States,USD,AR Refund Check,963.39,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,118404,Andrew Delgado,2025-03-03 00:00:00,7331 - MILLERSTAD,Px55kH-846,"Owens, Hernandez and Le",United States,USD,AR Refund Check,266.89,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,613743,William Webb,2025-03-03 00:00:00,4695 - Michaelville,sh65VK-158,Porter Ltd,United States,USD,AR Refund Check,120.16,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,AR Refund,293489,Marvin Flores,2025-02-27 00:00:00,8416 - SOUTH SARAHSIDE,Di55af-151,Roberts LLC,United States,USD,AR Refund Check,5814.03,2025-03-12 00:00:00,2025-03-12 00:00:00,AP Check Processor,2025-03-12 00:00:00,2025-03-12 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,884543,Michael Wilson,2025-03-12 00:00:00,7537 - New Adrianafurt,dT35Cg-308,Nguyen-Luna,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,1430,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-28 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,320806,Julie Martinez,2025-03-13 00:00:00,8505 - north nathanhaven,rB31Mk-309,Nichols Ltd,United States,USD,Downpayment / Prepayment,34170.99,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,777587,Toni Lamb,2025-03-13 00:00:00,9866 - NORTH TONYHAVEN,hZ69Yi-620,Vazquez PLC,United States,USD,Account on Hold - Invoice in J&E,1086.3,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,383166,Cindy Martin,2025-03-14 00:00:00,7290 - Bassshire,bh02vR-825,Morgan LLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,17849.2,2025-03-19 00:00:00,2025-03-19 00:00:00,,2025-03-19 00:00:00,2025-03-24 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,341434,Jeffery Jennings,2025-03-17 00:00:00,4443 - Mckeeland,Uy05LC-599,Hall Ltd,United States,USD,Legal Obligations (i.e. Taxes),9296.27,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
3.0,Check Request,763163,Anthony Gordon,2025-03-17 00:00:00,2967 - South William,zD37TW-420,"Williams, Rodriguez and Padilla",United States,USD,Legal Obligations (i.e. Taxes),81337.73,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-24 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,363163,Luke Moore,2025-03-17 00:00:00,3670 - West Katherineburgh,AS35fl-127,"Sullivan, Vasquez and Carter",Canada,CAD,Account on Hold - Invoice in J&E,9615.9,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,853382,Danielle Bradley,2025-03-17 00:00:00,7393 - Jacobfurt,AP86hO-351,Hubbard and Sons,Canada,CAD,Account on Hold - Invoice in J&E,41689.86,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,748126,Frank Robinson,2025-03-17 00:00:00,8142 - West Danielleland,Gs40UT-556,"Jackson, Santos and Bridges",Canada,CAD,Account on Hold - Invoice in J&E,3926.93,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,977369,Richard Wilson,2025-03-17 00:00:00,9243 - South Colleenfort,pu29Zw-628,Mitchell-Thompson,United States,USD,Utility,11417.31,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,203598,Chad Palmer,2025-03-17 00:00:00,5061 - Bishopmouth,wm55Lz-535,Kelly and Sons,United States,USD,Utility,5340.35,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,652959,Aaron Schneider,2025-03-17 00:00:00,5568 - JOHNBERG,kY97Sy-723,"Bell, Delacruz and Miller",United States,USD,Utility,324903.75,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,241319,Kurt Montgomery,2025-03-17 00:00:00,1805 - Walterberg,Xm41Yr-818,Hill-Smith,United States,USD,Utility,2279.34,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,288918,Jacqueline Gonzalez,2025-03-17 00:00:00,7999 - New Loriport,mL70qP-025,Nelson-Mullins,United States,USD,Utility,12953.62,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Mar-25,1.0,
1.0,Check Request,828681,Evan Smith,2025-03-17 00:00:00,7168 - millertown,XA68Wd-959,Wright PLC,United States,USD,Account on Hold - Invoice NOT in J&E,174.3,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,Completed,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,222197,Abigail Parsons MD,2025-03-18 00:00:00,2473 - Lake John,CY89Ck-538,Hill-Zavala,United States,USD,Legal Obligations (i.e. Taxes),25,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-24 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,319267,Dana Snyder,2025-03-18 00:00:00,7216 - mccarthyton,VO24St-288,"Thompson, Hansen and Boyd",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,883.97,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Mar-25,1.0,
1.0,Check Request,630554,Stacy Garner,2025-03-18 00:00:00,7940 - Harringtonberg,hy07qG-080,"Olson, Austin and Black",United States,USD,Legal Obligations (i.e. Taxes),143307,2025-03-19 00:00:00,2025-03-19 00:00:00,Verification,2025-03-19 00:00:00,2025-03-19 00:00:00,Completed,,,Not Audited,,,0.0,,,,Mar-25,1.0,
