count_of_invoice,type_of_request,request_id,created_by,created_on,branch_name,supplier_code,name,country,currency,sub_request_type,amount,task_start,actioned_date,request_received_stage,request_received_date,completed_date,status_of_request,pending_reason,pending_with_approver/requestor,qc_status,audited_by,auditor_comments,ageing_sla_fpy,month,,,,,
1,Check Request,536643,Betty Johnson,14-02-25,2190 - lake sarahmouth,ex58WX-866,Merritt Group,United States,USD,Account on Hold - Invoice NOT in J&E,20,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,318473,Jordan Peters,20-02-25,6915 - New Natashabury,Nu45uW-505,Wright and Sons,United States,USD,Legal Obligations (i.e. Taxes),1000,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,721307,Alison Walker,21-02-25,3271 - Port Terri,FG01Ss-765,Holloway-Friedman,Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,1098128,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,102413,William Hansen,21-02-25,8051 - Michaelshire,LO96oU-997,"Wright, Woods and Avila",Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,165843,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,459422,Allison Cowan,21-02-25,1927 - Bautistaton,DH68OG-728,Tyler-Hunter,United States,USD,Legal Obligations (i.e. Taxes),9550,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,500835,Kevin Wilson,21-02-25,5909 - New Patricia,QW74bZ-643,Watson-Armstrong,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,142935,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,302810,Daniel Guerrero,21-02-25,5398 - Lake Jameshaven,av71BE-894,Williams Ltd,United States,USD,Legal Obligations (i.e. Taxes),114933,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,840849,Michelle King,21-02-25,7313 - Pedrohaven,XK64Af-771,Garner-Bailey,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,3400,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,245094,Cynthia Le,21-02-25,6537 - East Angelaview,Nr51zF-335,Lambert LLC,United States,USD,Account on Hold - Invoice in J&E,900,24-02-25,24-02-25,verification,24-02-25,24-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,681200,Alexis Olsen,21-02-25,9991 - East Shannonborough,jX56HV-255,"Hester, Little and Mora",United States,USD,Excel Upload,300,24-02-25,24-02-25,verification,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,328193,Tina Melendez,24-02-25,6914 - Schwartzfurt,GE75rE-287,Ayala-Wallace,United States,USD,Union,240,24-02-25,24-02-25,AP Processing,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,783610,Leslie Torres,24-02-25,7280 - Christineport,wo32tF-643,Green-Coleman,United States,USD,Union,27489,24-02-25,24-02-25,AP Processing,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,517828,Kimberly Ramirez,24-02-25,1951 - lake nancyport,Pu13hQ-791,Barnes-Duffy,United States,USD,Union,635,24-02-25,24-02-25,AP Processing,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,583714,Nancy Flowers,21-02-25,2058 - GREENEVIEW,wS12og-463,Webb-Brown,Canada,CAD,Union,15354,24-02-25,24-02-25,AP Processing,24-02-25,24-02-25, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,727767,Jessica Walsh,21-02-25,9863 - Stanleyland,Ps47KN-042,Robles-Mitchell,United States,USD,Union,1617,24-02-25,24-02-25,AP Processing,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,ENGIE ,976905,Heather Hernandez,21-02-25,5089 - Jimmyfort,ag31on-780,"Lozano, Lin and Lawson",United States,USD,Utility,34055,21-02-25,24-02-25,Engie Portal,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,ENGIE ,512179,Kimberly Smith,21-02-25,3184 - South Patricia,Yb81BA-591,Cohen Inc,United States,USD,Waste Management,5909,21-02-25,24-02-25,Engie Portal,24-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,273478,Anthony Rivera,19-02-25,6255 - port katherinetown,hC84Ne-481,Hunt-Taylor,United States,USD,AR Refund Check,1000,19-02-25,19-02-25,AP Check Processor,19-02-25,19-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,AR Refund,971526,David Avila,19-02-25,4262 - East Frances,iF72OR-029,Johnson Ltd,United States,USD,AR Refund Check,582,19-02-25,19-02-25,AP Check Processor,19-02-25,19-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,AR Refund,138551,Steven Miller,19-02-25,9782 - North Susan,sx59do-602,"Fuentes, Floyd and Gilbert",United States,USD,AR Refund Check,2839,19-02-25,19-02-25,AP Check Processor,19-02-25,19-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,803284,Jeremy Davis,20-02-25,3191 - north evelynburgh,CU89Ge-520,Flores-Blake,United States,USD,AR Refund Check,8358,20-02-25,20-02-25,AP Check Processor,20-02-25,24-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,144703,Matthew Jones,20-02-25,1451 - Herrerachester,xE26du-433,Bush-Brown,United States,USD,AR Refund Check,4096,20-02-25,20-02-25,AP Check Processor,20-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,915228,Kristen Taylor,20-02-25,6129 - Crossside,UD18XK-915,Collins-Stevenson,United States,USD,AR Refund Check,37,20-02-25,20-02-25,Unknown Stage,20-02-25,24-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
5,Check Request,638751,Alex Ramirez,21-02-25,7047 - Lake Joseph,EZ23Ul-193,Martin-Clay,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,14008,25-02-25,25-02-25,verification,25-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,449022,James Austin,21-02-25,4703 - Crystalborough,ZJ90ec-705,"Wall, York and Cooper",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,2942,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,145990,Sarah Phillips,23-02-25,3388 - NEW DYLANBURGH,xS06Ka-418,"Taylor, Guzman and Clarke",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,800,25-02-25,25-02-25,Unknown Stage,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,842198,Raymond Porter,24-02-25,3934 - North David,mE33HB-202,"Morse, Kaiser and Davis",Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,2000,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,891193,Erica Walter,24-02-25,6357 - South Cindyborough,Ve30Og-142,Novak-Bernard,United States,USD,Legal Obligations (i.e. Taxes),7301,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Audited,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,300148,Douglas Lopez,24-02-25,8009 - Loriborough,OG77Pq-348,Norton Inc,United States,USD,Legal Obligations (i.e. Taxes),130,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,634045,Stephanie Thompson,24-02-25,4595 - LAKE PAULA,Ga95Fg-409,Kerr and Sons,United States,USD,Legal Obligations (i.e. Taxes),802,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,860705,Aaron Johnson,24-02-25,1124 - EAST TROY,xd52qC-410,"Hunt, Jennings and Rowe",United States,USD,Legal Obligations (i.e. Taxes),300,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,857327,Michael Parker,24-02-25,6942 - West Jonathon,Sv44aK-107,Jones-Walker,United States,USD,Legal Obligations (i.e. Taxes),1639,25-02-25,25-02-25,verification,25-02-25,25-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,371144,Gloria Dunlap,24-02-25,9910 - Charlesfurt,dC20xj-686,Andrews and Sons,United States,USD,Legal Obligations (i.e. Taxes),226,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,751871,Brian Nichols,24-02-25,2913 - New Jasonhaven,dK77cZ-620,Perry LLC,United States,USD,Legal Obligations (i.e. Taxes),101318,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,818766,Douglas Frye,24-02-25,1378 - West Katherineshire,Qd03lE-668,Nunez-Colon,United States,USD,Legal Obligations (i.e. Taxes),130603,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,224176,Janet Flowers,24-02-25,5487 - AMBERBURGH,eH46FB-449,Beasley Group,United States,USD,Legal Obligations (i.e. Taxes),1865,25-02-25,25-02-25,verification,25-02-25,25-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,724241,Jamie Martin,24-02-25,1313 - East Gina,TW27OJ-561,Williams-Gordon,United States,USD,Utility,326123,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,996096,Jesse Allen,24-02-25,3611 - East Gregory,pE38ZA-446,"Bailey, Reed and Smith",United States,USD,Utility,1662,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,953582,Connie Thomas,24-02-25,8493 - Rogerfurt,Nh68fl-863,Johnson-Simmons,United States,USD,Legal Obligations (i.e. Taxes),479,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,779635,Megan Carter,24-02-25,9809 - New Brandymouth,xk14Qd-477,Gilbert-Nash,United States,USD,Legal Obligations (i.e. Taxes),17460,25-02-25,25-02-25,verification,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,ENGIE ,519076,Daniel Miller,24-02-25,2857 - North Williamville,ol47si-470,Morris Ltd,United States,USD,Utility,21733,24-02-25,25-02-25,Engie Portal,24-02-25,25-02-25, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Feb-25,,,,,
1,ENGIE ,779491,Tammy Taylor,24-02-25,3021 - Gonzalezville,PB64XR-487,Brown-Green,United States,USD,Waste Management,6768,24-02-25,25-02-25,Engie Portal,24-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Feb-25,,,,,
1,ENGIE ,953532,Angel Smith,24-02-25,4770 - Lake Jeremy,Jn96zi-476,Payne LLC,Canada,CAD,Utility,13514,24-02-25,25-02-25,Engie Portal,24-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Feb-25,,,,,
1,ENGIE ,681878,Lisa Long,24-02-25,9242 - JENNIFERBURGH,lq64BC-141,George and Sons,Canada,CAD,Waste Management,1083,24-02-25,25-02-25,Engie Portal,24-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,1.00,Feb-25,,,,,
1,Check Request,454152,Melissa Greene,21-02-25,1772 - port jordanstad,Ln65HL-358,Cunningham-Perez,China,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,15791,26-02-25,26-02-25,verification,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,695487,Brett Phillips,24-02-25,2935 - Jonathanberg,Zd90rn-254,"Miller, Brady and Cross",United States,USD,Downpayment / Prepayment,47604,26-02-25,26-02-25,verification,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,647876,Charles Anderson,24-02-25,2221 - South Anthony,aC78zc-942,"Barton, Elliott and Hoffman",United States,USD,Legal Obligations (i.e. Taxes),8822,26-02-25,26-02-25,verification,26-02-25,01-03-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,344471,Jason Weaver,24-02-25,4497 - Port Josephhaven,zj49yE-783,"Mcdonald, Marshall and Howell",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,10500,26-02-25,26-02-25,verification,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,473458,Susan Howard,25-02-25,3729 - Phamview,pS45hG-536,"Goodman, Hughes and Rubio",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1950,26-02-25,26-02-25,verification,26-02-25,26-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,612505,Christopher Sullivan,25-02-25,3100 - East Diane,Qd24Vx-258,Nguyen-Baker,Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,22614,26-02-25,26-02-25,verification,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,955318,Karen Mooney,25-02-25,6129 - Gonzalezborough,qm52VW-611,"Warner, Todd and Ayers",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,2500,26-02-25,26-02-25,Unknown Stage,26-02-25,28-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,127745,Daniel Martinez,25-02-25,3375 - kingstad,xk39QN-725,Hicks PLC,United States,USD,Legal Obligations (i.e. Taxes),147246,26-02-25,26-02-25,Unknown Stage,26-02-25,26-02-25, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,663962,Andrew Lewis,25-02-25,7265 - New Jasonmouth,ER06PS-069,"Johnson, Lewis and Poole",United States,USD,Union,1008,26-02-25,26-02-25,AP Processing,26-02-25,26-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,480208,Laurie Porter,25-02-25,6641 - MELANIEBERG,oZ25qb-827,"Long, Potter and Woodard",United States,USD,Union,4287,26-02-25,26-02-25,AP Processing,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,490566,Richard Nicholson,25-02-25,6925 - Port Rebeccaton,xd09Mg-551,Romero Ltd,United States,USD,Union,2312,26-02-25,26-02-25,AP Processing,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,644128,Chris Butler,25-02-25,9579 - Hopkinsside,He31Wm-820,Oconnor-Snyder,United States,USD,Union,22699,26-02-25,26-02-25,AP Processing,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,930570,Amber Ray,25-02-25,2460 - North Danielle,vr80jl-546,Wise-Tran,United States,USD,Union,4688,26-02-25,26-02-25,AP Processing,26-02-25,26-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,311884,Christine Montgomery,19-02-25,5719 - FREEMANCHESTER,BR69Vu-575,Vasquez Ltd,United States,USD,Utility,100,27-02-25,27-02-25,verification,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,937205,John Munoz Jr.,19-02-25,8268 - Webbstad,Lu75Tc-964,"Howard, Wells and Adams",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,522,27-02-25,27-02-25,verification,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,978032,Catherine Perkins,24-02-25,3260 - Bonniemouth,En18Ey-538,Campbell-Williams,United States,USD,Account on Hold - Invoice in J&E,19,27-02-25,04-03-25,verification,27-02-25,04-03-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,3.00,Feb-25,,,,,
1,Check Request,897824,Brett Thomas,26-02-25,4320 - Friedmanmouth,GZ37Dn-975,Knight-Moreno,Canada,CAD,Account on Hold - Invoice NOT in J&E,338,27-02-25,01-03-25,verification,27-02-25,01-03-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,1.00,Feb-25,,,,,
1,Check Request,475332,Jamie Robbins,26-02-25,6940 - Pittmanbury,dM52TF-794,Johnson LLC,United States,USD,Downpayment / Prepayment,137500,27-02-25,05-03-25,verification,27-02-25,05-03-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,4.00,Feb-25,,,,,
1,Check Request,684290,Johnathan Palmer,26-02-25,7906 - West Wendy,yk09WF-083,Christian-Ayers,Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,27889,27-02-25,04-03-25,verification,27-02-25,04-03-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,3.00,Feb-25,,,,,
1,Check Request,949212,Wayne Parker,26-02-25,2701 - South Katie,pM54Dk-345,"Mccormick, Davila and Richards",Canada,CAD,Donation / contribution,4056,27-02-25,27-02-25,verification,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,781260,Lauren Howell,26-02-25,1951 - EAST JOHNSHIRE,II77pp-995,Howard Group,Canada,CAD,Utility,25643,27-02-25,27-02-25,verification,27-02-25,03-03-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,150510,Crystal Mitchell,26-02-25,3140 - Kimberlyton,rz72LX-619,"Williams, Kelly and Jones",Canada,CAD,Utility,54469,27-02-25,27-02-25,verification,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,127760,Monica Madden,26-02-25,3992 - Samuelport,pC78cD-146,Garcia Group,Canada,CAD,Utility,50762,27-02-25,04-03-25,verification,27-02-25,04-03-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,3.00,Feb-25,,,,,
1,Union,103063,David Rivers,26-02-25,9901 - Jamesville,Zg31Gi-506,Wallace-Evans,United States,USD,Union,25117,27-02-25,27-02-25,AP Processing,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,513837,Julie Moon,26-02-25,5652 - South Sheila,iq09Yj-089,Wallace and Sons,United States,USD,Union,1599,27-02-25,27-02-25,AP Processing,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,724217,Angela Rivera,26-02-25,6513 - East Juliaton,gD77mY-781,House LLC,United States,USD,Union,69156,27-02-25,27-02-25,AP Processing,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,578944,Nicholas Massey,26-02-25,8037 - Jacobsfurt,Qp71Lg-238,Andersen-Garcia,United States,USD,Union,12394,27-02-25,27-02-25,COMPLETED+S758+P7584,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,809482,Richard Wilson,26-02-25,8675 - WEST AMBER,zY80gN-804,Gutierrez Ltd,United States,USD,Union,3137,27-02-25,27-02-25,AP Processing,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Union,702741,Peter Gonzalez,26-02-25,5948 - Ericview,nZ90UB-505,Jones and Sons,United States,USD,Union,485,27-02-25,27-02-25,AP Processing,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Union,285192,Susan Mora,26-02-25,6443 - Port Shawn,rR64ke-277,Monroe-Williams,United States,USD,Union,1940,27-02-25,27-02-25,AP Processing,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,ENGIE ,328294,Valerie Patterson,26-02-25,6162 - Wilsonmouth,vD52ke-299,Green Inc,United States,USD,Utility,38094,27-02-25,27-02-25,Engie Portal,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,ENGIE ,481664,Jeffrey Brown,26-02-25,9702 - SOUTH EDWARD,kg60gI-180,"Adams, Henderson and Leonard",United States,USD,Waste Management,14808,27-02-25,27-02-25,Engie Portal,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,642142,John Kemp,25-02-25,2114 - South Melissatown,Xj13Pn-548,Hunter Inc,United States,USD,AR Refund Check,8268,25-02-25,25-02-25,AP Check Processor,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,569875,Calvin Bowers,25-02-25,7770 - north seanmouth,zq63jw-019,"Watson, Davidson and Mitchell",United States,USD,AR Refund Check,7205,25-02-25,25-02-25,AP Check Processor,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,AR Refund,713324,Brandon Graves,25-02-25,9251 - Heathermouth,kF98EZ-394,"Jacobs, Escobar and Aguilar",United States,USD,AR Refund Check,552,25-02-25,25-02-25,AP Check Processor,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,AR Refund,974445,Joshua Russell,25-02-25,8686 - Brennanfort,sc56BH-375,James-Blankenship,United States,USD,AR Refund Check,250,25-02-25,25-02-25,AP Check Processor,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,AR Refund,333436,Nathan Brown,25-02-25,7723 - West Daniel,xt24uA-634,"Vasquez, Ryan and Lyons",Canada,CAD,AR Refund Check,1830,25-02-25,25-02-25,AP Check Processor,25-02-25,25-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,339543,Benjamin Wilson,27-02-25,3543 - Chavezport,jM51GJ-468,Robinson-King,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,15000,27-02-25,27-02-25,verification,27-02-25,27-02-25,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
4,Check Request,241968,Joshua Ho,26-02-25,1158 - jorgehaven,mU65rt-853,Barnes PLC,Canada,CAD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,5521,28-02-25,28-02-25,verification,28-02-25,28-02-25, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Feb-25,,,,,
1,Check Request,706862,Mark Woods,26-02-25,7471 - Port Jennaville,Nh12gK-577,"Baker, Avery and Crawford",United States,USD,Legal Obligations (i.e. Taxes),50,28-02-25,28-02-25,verification,28-02-25,28-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
1,Check Request,317269,George Taylor,27-02-25,6987 - Freemanfort,Rz93qP-708,"Mccullough, Russell and Ferguson",United States,USD,Legal Obligations (i.e. Taxes),2261,28-02-25,28-02-25,verification,28-02-25,28-02-25,COMPLETED,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
11,Check Request,933943,John Ryan,27-02-25,7333 - East Andrewburgh,Ed02Bv-597,"Valdez, Jones and Henderson",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,21012,28-02-25,28-02-25,verification,28-02-25,28-02-25, COMPLETED ,No Pending Reason,No Pending Party,Not Reviewed,Not Applicable,No Comments,0.00,Feb-25,,,,,
